"R Package","Dataset","Description","Doc","CSV"
"ggplot2","diamonds","Prices of 50,000 round cut diamonds","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/diamonds.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/diamonds.csv"
"ggplot2","economics","US economic time series.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/economics.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/economics.csv"
"ggplot2","midwest","Midwest demographics.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/midwest.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/midwest.csv"
"ggplot2","movies","Movie information and user ratings from IMDB.com.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/movies.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/movies.csv"
"ggplot2","mpg","Fuel economy data from 1999 and 2008 for 38 popular models of car","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mpg.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mpg.csv"
"ggplot2","msleep","An updated and expanded version of the mammals sleep dataset.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/msleep.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/msleep.csv"
"ggplot2","presidential","Terms of 10 presidents from Eisenhower to Bush W.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/presidential.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/presidential.csv"
"ggplot2","seals","Vector field of seal movements.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/seals.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/seals.csv"
"HistData","Arbuthnot","Arbuthnot's data on male and female birth ratios in London from 1629-1710.","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Arbuthnot.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Arbuthnot.csv"
"HistData","Bowley","Bowley's data on values of British and Irish trade, 1855-1899","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Bowley.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Bowley.csv"
"HistData","Cavendish","Cavendish's Determinations of the Density of the Earth","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cavendish.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cavendish.csv"
"HistData","ChestSizes","Chest measurements of 5738 Scottish Militiamen","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ChestSizes.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ChestSizes.csv"
"HistData","CushnyPebbles","Cushny-Pebbles Data: Soporific Effects of Scopolamine Derivatives","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/CushnyPebbles.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/CushnyPebbles.csv"
"HistData","CushnyPebblesN","Cushny-Pebbles Data: Soporific Effects of Scopolamine Derivatives","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/CushnyPebblesN.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/CushnyPebblesN.csv"
"HistData","Dactyl","Edgeworth's counts of dactyls in Virgil's Aeneid","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Dactyl.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Dactyl.csv"
"HistData","DrinksWages","Elderton and Pearson's (1910) data on drinking and wages","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DrinksWages.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DrinksWages.csv"
"HistData","Fingerprints","Waite's data on Patterns in Fingerprints","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Fingerprints.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Fingerprints.csv"
"HistData","Galton","Galton's data on the heights of parents and their children","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Galton.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Galton.csv"
"HistData","GaltonFamilies","Galton's data on the heights of parents and their children, by family","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/GaltonFamilies.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/GaltonFamilies.csv"
"HistData","Guerry","Data from A.-M. Guerry, ""Essay on the Moral Statistics of France""","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Guerry.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Guerry.csv"
"HistData","Jevons","W. Stanley Jevons' data on numerical discrimination","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Jevons.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Jevons.csv"
"HistData","Langren.all","van Langren's data on longitude distance between Toledo and Rome","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Langren.all.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Langren.all.csv"
"HistData","Langren1644","van Langren's data on longitude distance between Toledo and Rome","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Langren1644.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Langren1644.csv"
"HistData","Macdonell","Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Macdonell.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Macdonell.csv"
"HistData","MacdonellDF","Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MacdonellDF.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MacdonellDF.csv"
"HistData","Michelson","Michelson's Determinations of the Velocity of Light","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Michelson.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Michelson.csv"
"HistData","MichelsonSets","Michelson's Determinations of the Velocity of Light","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MichelsonSets.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MichelsonSets.csv"
"HistData","Minard.cities","Data from Minard's famous graphic map of Napoleon's march on Moscow","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Minard.cities.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Minard.cities.csv"
"HistData","Minard.temp","Data from Minard's famous graphic map of Napoleon's march on Moscow","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Minard.temp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Minard.temp.csv"
"HistData","Minard.troops","Data from Minard's famous graphic map of Napoleon's march on Moscow","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Minard.troops.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Minard.troops.csv"
"HistData","Nightingale","Florence Nightingale's data on deaths from various causes in the Crimean War","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Nightingale.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Nightingale.csv"
"HistData","OldMaps","Latitudes and Longitudes of 39 Points in 11 Old Maps","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/OldMaps.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/OldMaps.csv"
"HistData","PearsonLee","Pearson and Lee's data on the heights of parents and children classified by gender","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PearsonLee.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PearsonLee.csv"
"HistData","PolioTrials","Polio Field Trials Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PolioTrials.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PolioTrials.csv"
"HistData","Prostitutes","Parent-Duchatelet's time-series data on the number of prostitutes in Paris","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Prostitutes.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Prostitutes.csv"
"HistData","Pyx","Trial of the Pyx","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Pyx.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Pyx.csv"
"HistData","Quarrels","Statistics of Deadly Quarrels","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Quarrels.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Quarrels.csv"
"HistData","Snow.deaths","John Snow's map and data on the 1854 London Cholera outbreak","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Snow.deaths.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Snow.deaths.csv"
"HistData","Snow.polygons","John Snow's map and data on the 1854 London Cholera outbreak","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Snow.polygons.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Snow.polygons.csv"
"HistData","Snow.pumps","John Snow's map and data on the 1854 London Cholera outbreak","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Snow.pumps.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Snow.pumps.csv"
"HistData","Snow.streets","John Snow's map and data on the 1854 London Cholera outbreak","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Snow.streets.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Snow.streets.csv"
"HistData","Yeast","Student's (1906) Yeast Cell Counts","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Yeast.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Yeast.csv"
"HistData","YeastD.mat","Student's (1906) Yeast Cell Counts","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/YeastD.mat.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/YeastD.mat.csv"
"HistData","ZeaMays","Darwin's Heights of Cross- and Self-fertilized Zea May Pairs","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ZeaMays.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ZeaMays.csv"
"lattice","barley","Yield data from a Minnesota barley trial","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/barley.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/barley.csv"
"lattice","environmental","Atmospheric environmental conditions in New York City","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/environmental.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/environmental.csv"
"lattice","ethanol","Engine exhaust fumes from burning ethanol","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ethanol.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ethanol.csv"
"lattice","singer","Heights of New York Choral Society singers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/singer.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/singer.csv"
"lubridate","lakers","Lakers 2008-2009 basketball data set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/lakers.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lakers.csv"
"MASS","Aids2","Australian AIDS Survival Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Aids2.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Aids2.csv"
"MASS","Animals","Brain and Body Weights for 28 Species","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Animals.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Animals.csv"
"MASS","Boston","Housing Values in Suburbs of Boston","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Boston.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Boston.csv"
"MASS","Cars93","Data from 93 Cars on Sale in the USA in 1993","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cars93.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cars93.csv"
"MASS","Cushings","Diagnostic Tests on Patients with Cushing's Syndrome","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cushings.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cushings.csv"
"MASS","DDT","DDT in Kale","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DDT.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DDT.csv"
"MASS","GAGurine","Level of GAG in Urine of Children","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/GAGurine.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/GAGurine.csv"
"MASS","Insurance","Numbers of Car Insurance claims","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Insurance.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Insurance.csv"
"MASS","Melanoma","Survival from Malignant Melanoma","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Melanoma.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Melanoma.csv"
"MASS","OME","Tests of Auditory Perception in Children with OME","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/OME.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/OME.csv"
"MASS","Pima.te","Diabetes in Pima Indian Women","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Pima.te.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Pima.te.csv"
"MASS","Pima.tr","Diabetes in Pima Indian Women","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Pima.tr.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Pima.tr.csv"
"MASS","Pima.tr2","Diabetes in Pima Indian Women","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Pima.tr2.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Pima.tr2.csv"
"MASS","Rabbit","Blood Pressure in Rabbits","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Rabbit.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Rabbit.csv"
"MASS","Rubber","Accelerated Testing of Tyre Rubber","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Rubber.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Rubber.csv"
"MASS","Sitka","Growth Curves for Sitka Spruce Trees in 1988","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Sitka.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Sitka.csv"
"MASS","Sitka89","Growth Curves for Sitka Spruce Trees in 1989","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Sitka89.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Sitka89.csv"
"MASS","Skye","AFM Compositions of Aphyric Skye Lavas","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Skye.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Skye.csv"
"MASS","Traffic","Effect of Swedish Speed Limits on Accidents","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Traffic.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Traffic.csv"
"MASS","UScereal","Nutritional and Marketing Information on US Cereals","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/UScereal.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/UScereal.csv"
"MASS","UScrime","The Effect of Punishment Regimes on Crime Rates","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/UScrime.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/UScrime.csv"
"MASS","VA","Veteran's Administration Lung Cancer Trial","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/VA.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/VA.csv"
"MASS","abbey","Determinations of Nickel Content","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/abbey.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/abbey.csv"
"MASS","anorexia","Anorexia Data on Weight Change","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/anorexia.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/anorexia.csv"
"MASS","bacteria","Presence of Bacteria after Drug Treatments","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/bacteria.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/bacteria.csv"
"MASS","beav1","Body Temperature Series of Beaver 1","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/beav1.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/beav1.csv"
"MASS","beav2","Body Temperature Series of Beaver 2","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/beav2.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/beav2.csv"
"MASS","biopsy","Biopsy Data on Breast Cancer Patients","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/biopsy.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/biopsy.csv"
"MASS","birthwt","Risk Factors Associated with Low Infant Birth Weight","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/birthwt.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/birthwt.csv"
"MASS","cabbages","Data from a cabbage field trial","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cabbages.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cabbages.csv"
"MASS","caith","Colours of Eyes and Hair of People in Caithness","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/caith.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/caith.csv"
"MASS","cats","Anatomical Data from Domestic Cats","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cats.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cats.csv"
"MASS","cement","Heat Evolved by Setting Cements","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cement.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cement.csv"
"MASS","chem","Copper in Wholemeal Flour","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/chem.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/chem.csv"
"MASS","coop","Co-operative Trial in Analytical Chemistry","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/coop.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/coop.csv"
"MASS","cpus","Performance of Computer CPUs","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cpus.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cpus.csv"
"MASS","crabs","Morphological Measurements on Leptograpsus Crabs","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/crabs.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/crabs.csv"
"MASS","eagles","Foraging Ecology of Bald Eagles","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/eagles.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/eagles.csv"
"MASS","epil","Seizure Counts for Epileptics","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/epil.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/epil.csv"
"MASS","farms","Ecological Factors in Farm Management","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/farms.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/farms.csv"
"MASS","fgl","Measurements of Forensic Glass Fragments","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/fgl.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/fgl.csv"
"MASS","forbes","Forbes' Data on Boiling Points in the Alps","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/forbes.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/forbes.csv"
"MASS","galaxies","Velocities for 82 Galaxies","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/galaxies.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/galaxies.csv"
"MASS","gehan","Remission Times of Leukaemia Patients","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gehan.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gehan.csv"
"MASS","genotype","Rat Genotype Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/genotype.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/genotype.csv"
"MASS","geyser","Old Faithful Geyser Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/geyser.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geyser.csv"
"MASS","gilgais","Line Transect of Soil in Gilgai Territory","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gilgais.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gilgais.csv"
"MASS","hills","Record Times in Scottish Hill Races","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/hills.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/hills.csv"
"MASS","housing","Frequency Table from a Copenhagen Housing Conditions Survey","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/housing.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/housing.csv"
"MASS","immer","Yields from a Barley Field Trial","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/immer.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/immer.csv"
"MASS","leuk","Survival Times and White Blood Counts for Leukaemia Patients","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/leuk.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/leuk.csv"
"MASS","mammals","Brain and Body Weights for 62 Species of Land Mammals","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mammals.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mammals.csv"
"MASS","mcycle","Data from a Simulated Motorcycle Accident","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mcycle.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mcycle.csv"
"MASS","menarche","Age of Menarche in Warsaw","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/menarche.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/menarche.csv"
"MASS","michelson","Michelson's Speed of Light Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/michelson.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/michelson.csv"
"MASS","minn38","Minnesota High School Graduates of 1938","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/minn38.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/minn38.csv"
"MASS","motors","Accelerated Life Testing of Motorettes","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/motors.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/motors.csv"
"MASS","muscle","Effect of Calcium Chloride on Muscle Contraction in Rat Hearts","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/muscle.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/muscle.csv"
"MASS","newcomb","Newcomb's Measurements of the Passage Time of Light","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/newcomb.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/newcomb.csv"
"MASS","nlschools","Eighth-Grade Pupils in the Netherlands","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/nlschools.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/nlschools.csv"
"MASS","npk","Classical N, P, K Factorial Experiment","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/npk.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/npk.csv"
"MASS","npr1","US Naval Petroleum Reserve No. 1 data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/npr1.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/npr1.csv"
"MASS","oats","Data from an Oats Field Trial","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/oats.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/oats.csv"
"MASS","painters","The Painter's Data of de Piles","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/painters.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/painters.csv"
"MASS","petrol","N. L. Prater's Petrol Refinery Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/petrol.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/petrol.csv"
"MASS","quine","Absenteeism from School in Rural New South Wales","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/quine.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quine.csv"
"MASS","road","Road Accident Deaths in US States","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/road.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/road.csv"
"MASS","rotifer","Numbers of Rotifers by Fluid Density","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/rotifer.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rotifer.csv"
"MASS","shrimp","Percentage of Shrimp in Shrimp Cocktail","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/shrimp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/shrimp.csv"
"MASS","shuttle","Space Shuttle Autolander Problem","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/shuttle.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/shuttle.csv"
"MASS","snails","Snail Mortality Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/snails.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/snails.csv"
"MASS","steam","The Saturated Steam Pressure Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/steam.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/steam.csv"
"MASS","stormer","The Stormer Viscometer Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/stormer.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/stormer.csv"
"MASS","survey","Student Survey Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/survey.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/survey.csv"
"MASS","synth.te","Synthetic Classification Problem","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/synth.te.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/synth.te.csv"
"MASS","synth.tr","Synthetic Classification Problem","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/synth.tr.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/synth.tr.csv"
"MASS","topo","Spatial Topographic Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/topo.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/topo.csv"
"MASS","waders","Counts of Waders at 15 Sites in South Africa","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/waders.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/waders.csv"
"MASS","whiteside","House Insulation: Whiteside's Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/whiteside.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/whiteside.csv"
"MASS","wtloss","Weight Loss Data from an Obese Patient","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/wtloss.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/wtloss.csv"
"mgcv","columb","Reduced version of Columbus OH crime data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/columb.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/columb.csv"
"nlme","MathAchSchool","School demographic data for MathAchieve","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MathAchSchool.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MathAchSchool.csv"
"nlreg","C1","Six Herbicide Data Sets","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/C1.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/C1.csv"
"nlreg","C2","Six Herbicide Data Sets","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/C2.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/C2.csv"
"nlreg","C3","Six Herbicide Data Sets","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/C3.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/C3.csv"
